party_key,bank_rewards_key,status,referral_code,date_created,date_updated
000bba40-ac22-42d4-915b-620c22257606,sms|67aaf69ef4c99c083b820d07,GCS,NULL,2025-02-11 07:06:35.000,2025-02-11 07:06:35.000
0033f212-10a3-4d4f-8bb0-bf87ec8815c5,13aec027a2be4172b291a5683611cd6d,Created,NULL,2024-05-15 14:37:02.000,2024-05-15 14:37:02.000
005b9dde-f538-483e-9b10-caca80d1b36d,sms|67a281b0f4c99c083bfefd75,GCS,NULL,2025-02-04 21:11:09.000,2025-02-04 21:11:09.000
008ded36-6d74-428e-9a88-ebbd27dc20ce,3e2b9500323442d29a10febb6e0fa233,Created,NULL,2024-07-18 16:08:20.000,2024-07-18 16:08:20.000
00c0ba5e-0138-4797-89d1-ac9c21d5cbd8,sms|671b463908b7088d12dc71ef,GCS,NULL,2024-10-25 07:20:33.000,2024-10-25 07:20:33.000
00f1609b-bfc1-4e04-a2ca-f595d5ba77ef,sms|675913eaa5bb1ba7d4039842,Enroll,0378-9611-9648,2024-12-11 04:26:50.000,2024-12-11 04:31:23.000
00f1609b-bfc1-4e04-a2ca-f595d5ba77ef,sms|675913eaa5bb1ba7d4039842,Active,0378-9611-9648,2024-12-11 04:26:50.000,2024-12-11 04:32:24.000
00f1609b-bfc1-4e04-a2ca-f595d5ba77ef,sms|675913eaa5bb1ba7d4039842,GCS,NULL,2024-12-11 04:26:50.000,2024-12-11 04:26:50.000
0102dee6-510f-4911-9433-0170ef9eb72d,d0b28be81ec34703b0a6c098354bd495,GCS,NULL,2024-10-22 07:29:29.000,2024-10-22 07:29:29.000
0111c977-bf73-48df-93dd-be9ca552edbc,sms|67553c3aa5bb1ba7d4d55db4,Active,D294-D461-39CA,2024-12-08 06:29:36.000,2024-12-08 06:33:49.000
0111c977-bf73-48df-93dd-be9ca552edbc,sms|67553c3aa5bb1ba7d4d55db4,GCS,NULL,2024-12-08 06:29:36.000,2024-12-08 06:29:36.000
0111c977-bf73-48df-93dd-be9ca552edbc,sms|67553c3aa5bb1ba7d4d55db4,Enroll,D294-D461-39CA,2024-12-08 06:29:36.000,2024-12-08 06:33:17.000
0120dd8d-968b-46b2-a35b-2365a0287209,sms|66ff84c97ddc7321984d4498,GCS,NULL,2024-10-04 06:03:00.000,2024-10-04 06:03:00.000
0167deb8-613c-46d3-a5ef-53b021dd4e29,sms|677d0c3ba5bb1ba7d4247614,GCS,NULL,2025-01-07 11:14:51.000,2025-01-07 11:14:51.000
018f2759-9017-4494-b51c-40cac70876ad,sms|677e81a9a5bb1ba7d4987a34,GCS,NULL,2025-01-08 13:48:32.000,2025-01-08 13:48:32.000
019edf17-c063-462f-9807-58dac16e9704,a825256214e74c78a1abf170a6d3932c,GCS,NULL,2024-10-22 05:34:50.000,2024-10-22 05:34:50.000
01a221b4-184a-4513-b4d6-ccee9124a4da,7d9b22c719c247b4afc63fcbd9d0cb1b,GCS,NULL,2025-02-12 06:10:10.000,2025-02-12 06:10:10.000
01b3165d-441f-483e-822b-9b7a0f04103f,sms|67068f37bdbff6df515a9cff,GCS,NULL,2024-10-09 14:13:58.000,2024-10-09 14:13:58.000
01b33e91-4bd3-41be-bb9e-a91c0b90826d,sms|671b44ee08b7088d12dc0a4f,GCS,NULL,2024-10-25 07:13:48.000,2024-10-25 07:13:48.000
01b4e01a-73de-4cd1-95bf-883717691e25,sms|67289f084fcd2366c67d621c,GCS,NULL,2024-11-04 10:18:08.000,2024-11-04 10:18:08.000
01bcc5f7-85cd-47e4-bfc8-72ede5b593a3,sms|670e485108b7088d12c753a5,GCS,NULL,2024-10-15 10:49:01.000,2024-10-15 10:49:01.000
01cd1381-9013-48f9-ad1c-deef60239493,4beb462909594180a8c0b69ac29257db,Created,NULL,2024-07-01 10:04:23.000,NULL
01cd1381-9013-48f9-ad1c-deef60239493,4beb462909594180a8c0b69ac29257db,GCS,NULL,2024-07-01 10:04:23.000,2024-07-01 10:04:37.000
01f0b208-0e35-4cfb-9c1b-8f5281800238,2d77f9ae2bcd48ec91b8ef6ea0a7a2e7,GCS,NULL,2024-08-08 08:11:04.000,2024-08-08 08:11:04.000
02226bf5-980d-484e-bc34-6bc7615bf6ff,fcd99fc109184b8e9586af544815b75a,Created,NULL,2024-06-18 12:08:02.000,2024-06-18 12:08:02.000
026260d2-4c4d-4e7f-b548-5955b508cae6,0cea9fc2b02d4ac8ab32de4644d0b62d,GCS,NULL,2024-08-12 06:57:51.000,2024-08-12 06:57:51.000
026a307f-554a-4f60-925a-aaf0d45a4c0d,sms|66fe7c1e7ddc732198fb3bd4,GCS,NULL,2024-10-03 11:14:44.000,2024-10-03 11:14:44.000
026a98c7-ee71-4793-96c0-35c1b49f738e,6e3fb7e668524921999b34d029adfe49,Created,NULL,2024-06-19 11:33:13.000,NULL
026a98c7-ee71-4793-96c0-35c1b49f738e,6e3fb7e668524921999b34d029adfe49,Created,NULL,2024-06-19 11:33:13.000,2024-06-19 11:33:13.000
02ab4eab-ca8f-418c-afa0-19b3818a13a8,fa6514dbce864b75ba526a30a9825c79,InProgress,NULL,2024-08-08 10:57:03.000,2024-08-08 10:58:34.000
02ab4eab-ca8f-418c-afa0-19b3818a13a8,fa6514dbce864b75ba526a30a9825c79,GCS,NULL,2024-08-08 10:57:03.000,2024-08-08 10:57:03.000
02ab4eab-ca8f-418c-afa0-19b3818a13a8,fa6514dbce864b75ba526a30a9825c79,Enroll,ABDC-5C3E-0E60,2024-08-08 10:57:03.000,2024-08-08 10:58:47.000
02ab4eab-ca8f-418c-afa0-19b3818a13a8,fa6514dbce864b75ba526a30a9825c79,Active,ABDC-5C3E-0E60,2024-08-08 10:57:03.000,2024-08-08 10:59:06.000
02e36d55-9076-4cbf-9b81-25a9f611ff8f,05b0eecab87d40ce9415b648081ae0a0,Created,NULL,2024-07-31 11:15:35.000,2024-07-31 11:15:35.000
02e90c56-05ef-45f9-9f20-47a97d86adf2,sms|67a086569676c2ee1f616cf2,GCS,NULL,2025-02-03 09:05:40.000,2025-02-03 09:05:40.000
02f3ba2a-94b7-4238-8215-2e7b7b760a3e,sms|6799af6c9676c2ee1f13bf09,GCS,NULL,2025-01-29 04:42:38.000,2025-01-29 04:42:38.000
0339ed6b-919a-464c-a7a1-5c81442dda0e,2b2c628d2c8148c096068d1bb9f1917b,Created,NULL,2024-07-29 16:04:54.000,2024-07-29 16:04:54.000
033e16d4-a4ce-48d7-bf6a-5afb8bc1d167,sms|673f2b43cd0b611d1a8f4b07,Active,F7CF-C752-9660,2024-11-21 12:46:05.000,2024-11-21 12:55:27.000
033e16d4-a4ce-48d7-bf6a-5afb8bc1d167,sms|673f2b43cd0b611d1a8f4b07,GCS,NULL,2024-11-21 12:46:05.000,2024-11-21 12:46:05.000
033e16d4-a4ce-48d7-bf6a-5afb8bc1d167,sms|673f2b43cd0b611d1a8f4b07,Enroll,F7CF-C752-9660,2024-11-21 12:46:05.000,2024-11-21 12:54:33.000
0344a7f1-35c9-4e32-b525-9f4c688610ba,sms|66fe57b67ddc732198efde1c,GCS,NULL,2024-10-03 08:44:03.000,2024-10-03 08:44:03.000
034f254b-6e7f-4683-82e1-7f849428e976,sms|6735e34dcd0b611d1ab494a5,Enroll,D56E-3395-2C60,2024-11-14 11:49:23.000,2024-11-14 11:52:12.000
034f254b-6e7f-4683-82e1-7f849428e976,sms|6735e34dcd0b611d1ab494a5,GCS,NULL,2024-11-14 11:49:23.000,2024-11-14 11:49:23.000
034f254b-6e7f-4683-82e1-7f849428e976,sms|6735e34dcd0b611d1ab494a5,Active,D56E-3395-2C60,2024-11-14 11:49:23.000,2024-11-14 12:00:51.000
0359d4c4-63df-46a9-800f-ea8b9c106d74,sms|67188a1d08b7088d12fcf439,GCS,NULL,2024-10-23 05:32:29.000,2024-10-23 05:32:29.000
03928ec4-affe-4069-bba3-7805ffa2bafb,2e4db0d0eb62479fbbfa05376f94e953,GCS,NULL,2024-08-15 05:23:31.000,2024-08-15 05:23:31.000
03993d9a-a814-4c29-92a6-a3e739dda332,745047e23f7641a882d8bcc6096baef6,GCS,NULL,2024-08-14 08:40:08.000,2024-08-14 08:40:08.000
03ae9cc6-0ebd-48d2-b1be-78a0f4b3d01d,3370978d7ab9410c8fa1f8c18a5304a5,Created,NULL,2024-07-15 12:17:01.000,2024-07-15 12:17:01.000
03c6bfd0-6875-4c3d-ab97-5b0460490c04,sms|6729fe7d4fcd2366c6e95aa7,GCS,NULL,2024-11-05 11:17:25.000,2024-11-05 11:17:25.000
03eac13a-a279-4e0a-a382-521e27bc36be,79f1e29881f34b8481006c38737f28d2,GCS,NULL,2024-10-09 10:32:08.000,2024-10-09 10:32:08.000
03eaca74-e69a-42cb-9ee5-aa5785c58822,sms|6793450390b44c0de0ee1cff,GCS,NULL,2025-01-24 07:47:07.000,2025-01-24 07:47:07.000
03f3ae8d-6205-4cdb-912a-25fdd9fec43c,sms|675bb27ea5bb1ba7d4db9c8f,Active,7273-359E-6FCC,2024-12-13 04:07:47.000,2024-12-13 04:31:56.000
03f3ae8d-6205-4cdb-912a-25fdd9fec43c,sms|675bb27ea5bb1ba7d4db9c8f,Enroll,7273-359E-6FCC,2024-12-13 04:07:47.000,2024-12-13 04:11:18.000
03f3ae8d-6205-4cdb-912a-25fdd9fec43c,sms|675bb27ea5bb1ba7d4db9c8f,GCS,NULL,2024-12-13 04:07:47.000,2024-12-13 04:07:47.000
03fcd9ba-96e3-4e52-ab04-9f22b27e3719,40b3943dec5e4df2a48a0960672afe3a,Created,NULL,2024-07-18 05:57:27.000,2024-07-18 05:57:27.000
044e3948-1f6e-455e-987f-848fac35a969,sms|678771fda5bb1ba7d462f743,GCS,NULL,2025-01-15 08:32:24.000,2025-01-15 08:32:24.000
0451f1b0-e5c8-4349-9f4c-cc21d905a970,sms|67a45f3bf4c99c083b57eae6,GCS,NULL,2025-02-06 07:12:10.000,2025-02-06 07:12:10.000
04596ec7-f0ca-4580-97be-4029966c74c7,sms|672dccf8cd0b611d1a382196,GCS,NULL,2024-11-08 08:36:05.000,2024-11-08 08:36:05.000
046c072d-c1d5-493e-80c2-67ae3a064abb,65a42af1be294b4c8a4f65cb7c597456,Created,NULL,2024-07-05 05:47:40.000,NULL
046c072d-c1d5-493e-80c2-67ae3a064abb,65a42af1be294b4c8a4f65cb7c597456,Created,NULL,2024-07-05 05:47:40.000,2024-07-05 05:47:40.000
04bfc1b4-b849-4844-a2bc-4d1368e8be82,sms|6721ba394fcd2366c65be0a1,GCS,NULL,2024-10-30 04:48:31.000,2024-10-30 04:48:31.000
04fb4b27-9e5a-4ced-a0af-f1a6994c8266,4dcf42c0f54040edaf4ac76be8cfe1b3,Created,NULL,2024-07-08 03:12:53.000,NULL
04fb4b27-9e5a-4ced-a0af-f1a6994c8266,4dcf42c0f54040edaf4ac76be8cfe1b3,GCS,NULL,2024-07-08 03:12:53.000,2024-07-08 03:13:06.000
0507abc8-f45f-45ec-81e2-2a09d983ecaa,cd040abb384f4fb5a1cb4722098f0ae1,Created,NULL,2024-07-17 05:15:09.000,2024-07-17 05:15:09.000
053f5d48-95e8-4859-9e0d-987383d8155b,sms|678e34d5a5bb1ba7d4865497,Active,7D44-1961-9A5C,2025-01-20 11:52:21.000,2025-01-20 12:09:24.000
053f5d48-95e8-4859-9e0d-987383d8155b,sms|678e34d5a5bb1ba7d4865497,GCS,NULL,2025-01-20 11:52:21.000,2025-01-20 11:52:21.000
053f5d48-95e8-4859-9e0d-987383d8155b,sms|678e34d5a5bb1ba7d4865497,Enroll,7D44-1961-9A5C,2025-01-20 11:52:21.000,2025-01-20 12:02:58.000
0552910b-f90e-441f-8bc0-7b0b49db3cf0,sms|67501cf4a5bb1ba7d43fbb12,GCS,NULL,2024-12-04 09:13:53.000,2024-12-04 09:13:53.000
05a856be-584b-4a28-aab7-bfa05c08a650,bc0f5c83ef2a4493844e91251e84436b,GCS,NULL,2024-09-04 05:00:04.000,2024-09-04 05:00:04.000
05aa3c0e-4104-4179-89b9-f9124fc1c481,sms|678fa607a5bb1ba7d4f87011,GCS,NULL,2025-01-21 13:52:06.000,2025-01-21 13:52:06.000
05aa3c0e-4104-4179-89b9-f9124fc1c481,sms|678fa607a5bb1ba7d4f87011,Active,B53A-D9EA-0F6C,2025-01-21 13:52:06.000,2025-01-21 13:56:03.000
05aa3c0e-4104-4179-89b9-f9124fc1c481,sms|678fa607a5bb1ba7d4f87011,Enroll,B53A-D9EA-0F6C,2025-01-21 13:52:06.000,2025-01-21 13:55:35.000
05ad5d57-3ab2-4fd5-88db-d75f6603020b,sms|67286aff4fcd2366c66d4dfe,GCS,NULL,2024-11-04 06:36:10.000,2024-11-04 06:36:10.000
0623b08c-7f7b-4ef5-8217-99243638d85d,sms|672896514fcd2366c67ab3b9,GCS,NULL,2024-11-04 09:42:11.000,2024-11-04 09:42:11.000
0630f05e-e02b-4c14-95b7-4ee5b5f43244,sms|677bb36ca5bb1ba7d4b9e622,GCS,NULL,2025-01-06 10:46:58.000,2025-01-06 10:46:58.000
0638af72-5239-4911-a349-3ed86490eabd,sms|6729a13e4fcd2366c6cc60eb,GCS,NULL,2024-11-05 04:39:43.000,2024-11-05 04:39:43.000
0641938e-71b4-4811-93f2-0f3e7476dde8,sms|671138f108b7088d12b0b5f9,GCS,NULL,2024-10-17 16:20:21.000,2024-10-17 16:20:21.000
06531dfd-92d3-409d-b8e0-5d667542a972,sms|67ab366ef4c99c083b8d97e8,GCS,NULL,2025-02-11 11:39:01.000,2025-02-11 11:39:01.000
0659073b-1285-41d6-be1a-04582ce59f46,45c6d715be734457b38f97ebdca42990,GCS,NULL,2025-01-27 15:54:09.000,2025-01-27 15:54:09.000
06bff5c9-4424-4893-99f1-47296232104f,a8c18dbe362b4980a408bb0ca6575ac7,Created,NULL,2024-07-12 04:27:45.000,2024-07-12 04:27:45.000
06bff5c9-4424-4893-99f1-47296232104f,a8c18dbe362b4980a408bb0ca6575ac7,Active,45FE-77EF-E43C,2024-07-12 04:27:45.000,2024-07-15 07:36:30.000
06bff5c9-4424-4893-99f1-47296232104f,a8c18dbe362b4980a408bb0ca6575ac7,GCS,NULL,2024-07-12 04:27:45.000,2024-07-12 04:27:56.000
0704626e-1dce-4929-9f23-7d8923c8369b,6c52e14a0cc245f4ac21ad7407905217,Created,NULL,2024-07-17 14:10:35.000,2024-07-17 14:10:35.000
0711c612-a6bb-45b7-8a39-0efa2117a748,sms|673ff718cd0b611d1acda53f,GCS,NULL,2024-11-22 03:16:46.000,2024-11-22 03:16:46.000
